"","street_address","latitude","longitude","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other"
"3394","350 Main St",32.181343,-82.10966,43.9573770491803,45777.0816326531,61,17839,10985,5602,30,994,228
"3395","350 Moreland Ave NE",33.763804,-84.349703,34.1,85009,12,11358,4684,5466,74,619,515
"3396","350 Moreland Ave NE",33.763916,-84.34959,37.9219512195122,62956.8983050847,123,68448,32549,25700,1484,6577,2138
"3397","350 S Church St",32.884813,-84.327507,41.2255144032922,54285.4407582938,243,80301,54098,19264,2366,2707,1866
"3398","3500 Ashford Dunwoody Rd NE",33.893655,-84.328771,37.6119331742243,105232.398568019,419,231455,132764,46717,22066,23557,6351
"3399","3500 Highway 20 SE",33.595953,-84.014314,39.3815109343936,68120.2286282306,503,217572,89760,95570,5202,20949,6091
"3400","3500 Highway 41 N",32.621839,-83.708684,39.0722033898305,61651.8003412969,590,193139,114702,55846,6104,11346,5141
"3401","3500 Hwy 41 North",32.621804,-83.708679,37.7323782234957,59607.994269341,349,116763,70346,32214,4416,6941,2846
"3402","3501 Salem Rd",33.596471,-83.971309,37.32,57402,20,15954,3218,11106,118,1292,220
"3403","3501 US Highway 41 N",32.621847,-83.709485,39.3053892215569,60604.3765432099,167,85807,54064,20999,4309,4160,2275
"3404","3503 Camp Creek Pkwy",33.654037,-84.504253,37.4415966386555,64654.6516431925,2146,1285283,528821,543143,49781,129165,34373
"3405","3505 Ga 138",33.714082,-83.92929,40.116,57210.16,50,32293,15649,13554,257,2388,445
"3406","3509 Al Mangum Rd",34.223487,-83.732552,37.685,58705.4,80,45942,28156,4129,2695,10020,942
"3407","3509 Al Mangum Rd",34.223501,-83.732529,37.8392156862745,61468.3725490196,51,34999,23865,2271,1754,6410,699
"3408","351 N Oliver St",34.118014,-82.86381,38.3989473684211,44130.5172413793,95,19880,12320,5897,106,1211,346
"3409","351 Old Newnan Rd",33.575304,-85.053412,36.9133333333333,58466.9518518519,270,103000,75167,16756,1078,6992,3007
"3410","3512 Buena Vista Rd",32.457713,-84.935365,35.3047619047619,46087.119047619,42,26430,11418,11700,982,1207,1123
"3411","3515 Cascade Rd SW",33.72341,-84.504835,37.5255067567568,62044.4206896552,596,375779,151092,176001,8762,31823,8101
"3412","3518 Jeffersonville Rd",32.841776,-83.556436,41.3037974683544,48173.6392405063,158,48715,29636,16027,577,1822,653
"3413","352 Harbins Rd",33.986435,-83.892668,36.9032467532468,74465.0584415584,154,87815,52549,17963,3491,11240,2572
"3414","3520 Walt Stephens Rd",33.527399,-84.273469,39.2260663507109,64627.2559241706,211,124223,46550,56987,7651,9645,3390
"3415","3521 Buena Vista Rd",32.457726,-84.935514,35.8759259259259,41574.0231481481,216,80368,30793,42027,1214,3795,2539
"3416","3521 Flat Shoals Rd",33.704639,-84.271476,37.0159274193548,54329.7786885246,500,256589,77617,141047,8536,20419,8970
"3417","3522 Club Dr",33.94097,-84.118941,33.3586206896552,62713.9176470588,174,138432,54091,38196,14807,28181,3157
"3418","3522 Sylvester Hwy",31.572013,-84.040042,43.8878048780488,55284.1621621622,41,23829,12319,9971,189,1016,334
"3419","3523 Dews Pond Rd SE",34.492703,-84.855263,36.3877551020408,57354.2040816327,49,17823,12704,1696,213,2838,372
"3420","3523 Dews Pond Rd SE",34.492709,-84.855286,38.9150943396226,58939.4528301887,106,28907,22372,1183,132,4464,756
"3421","353 Us 25 S",32.797111,-81.949911,40.8126728110599,37339.6150234742,434,103058,60110,32979,910,7132,1927
"3422","353 West Main Street",32.868271,-84.857126,41.9637837837838,57884.4198895028,370,110274,75658,25940,2052,4636,1988
"3423","3530 Chamblee Tucker Rd",33.885956,-84.248548,35.6990566037736,75295.5849056604,106,53198,24556,12826,4894,9120,1802
"3424","3530 Chamblee Tucker Rd",33.885979,-84.248509,37.0342245989305,68450.2299465241,187,102167,48484,32537,4053,14358,2735
"3425","3531 Sandy Creek Rd",33.659918,-83.497555,40.7083832335329,64098.8679245283,167,60290,44487,11949,793,1935,1126
"3426","3535 Roosevelt Hwy",33.621953,-84.504918,37.6474576271186,58540.3474576271,118,83039,14843,60450,2794,3803,1149
"3427","3537 Main St",33.658898,-84.448172,33.5808510638298,60809.3829787234,141,87313,26135,47410,4239,7028,2501
"3428","3538 Salem Rd",33.595824,-83.970685,35.9075098814229,57014.5542168675,253,125051,40263,70671,3133,8151,2833
"3429","3539 Wheeler Rd",33.485766,-82.077499,37.3543557168784,62175.6969416126,1102,421196,230278,138511,10407,26294,15706
"3430","3539 Wheeler Rd",33.486068,-82.077722,38.32225,57798.3457446809,400,191553,104537,62886,4069,12469,7592
"3431","3540 Georgia 20 NE",33.737663,-83.993045,39.1155,63149.137755102,200,99173,50672,34053,2570,8807,3071
"3432","3545 Canton Rd",34.037799,-84.528451,38.6476190476191,81232.5793650794,126,78439,46803,15082,2894,11230,2430
"3433","3545 Panola Rd",33.681079,-84.176035,36.9694174757282,62361.8514851485,206,97586,17210,68650,962,8119,2645
"3434","3547 Old Norcross Rd",33.966175,-84.136736,36.7441176470588,70030.4230769231,238,162172,60347,40237,22818,34094,4676
"3435","355 GA Highway 247 S",32.568814,-83.594512,38.8102941176471,73368.3484848485,136,74154,46250,21048,1581,3616,1659
"3436","3550 Campbellton Rd SW",33.689881,-84.504874,39.8156976744186,59915.4880952381,172,117447,21336,83789,2104,8077,2141
"3437","3550 Dallas Hwy SW",33.954316,-84.653035,40.3606425702811,98507.4979919679,249,167140,114335,32312,4008,12851,3634
"3438","3550 E Ponce de Leon Ave",33.797978,-84.260095,37.3802469135803,59323.1234567901,81,39951,13487,19436,2844,3336,848
"3439","3550 Marietta Hwy",34.19896,-84.508692,38.3519736842105,79002.6666666667,456,203047,146978,19848,5056,26153,5012
"3440","3550 Powder Springs Rd",33.86008,-84.657395,34.7181818181818,59691.7818181818,110,55424,19542,24601,918,9239,1124
"3441","3550 S Bogan Rd Ste 700",34.081094,-83.984215,36.8571651090343,81511.8302180685,642,415693,237364,80091,30028,57759,10451
"3442","3554 Buford Hwy",33.988264,-84.152886,37.9697674418605,80373.9162790698,215,140153,71738,28801,16229,19595,3790
"3443","3556 Empire Blvd SW",33.656947,-84.391034,35.4936170212766,54295.3941605839,141,90125,35540,42511,2656,7465,1953
"3444","3557 Memorial Dr",33.753965,-84.267577,37.1636363636364,50361.6363636364,44,25911,6049,15647,758,3036,421
"3445","3559 Chamblee Tucker Rd",33.883729,-84.247838,37.3846153846154,71494.6118067979,559,213006,84309,65093,15250,42271,6083
"3446","356 Boulevard NE",33.76426,-84.372196,35.15,55402.5625,96,60760,20161,29397,4996,4464,1742
"3447","356 Main St",33.486422,-84.907817,39.6401673640167,60125.9060308555,717,311288,226198,52373,4886,19420,8411
"3448","356 Moreland Ave SE",33.7437,-84.349014,37.8444897959184,74954.0040816327,245,172675,68257,79197,6390,14692,4139
"3449","356 Riverside Pkwy",33.778142,-84.565933,34.4818181818182,54441.5151515152,66,52024,12081,31277,881,6815,970
"3450","3560 Alabama Hwy NW",34.258859,-85.343126,41.8398286937902,54981.4248366013,467,189383,149488,18347,2556,13733,5259
"3451","3565 Roosevelt Hwy",33.621601,-84.505844,37.9569620253165,64251.6708860759,79,78129,12641,54427,2665,6140,2256
"3452","3568 Memorial Dr",33.755367,-84.267735,36.1834355828221,59546.6503067485,163,116098,27319,71958,7439,5006,4376
"3453","3571 Carrollton Villa Rica Hwy",33.637763,-84.977731,38.8768691588785,61839.7476415094,428,175716,122196,35206,2211,10755,5348
"3454","358 Us 80",32.608496,-83.27004,47.1444444444444,61548.4814814815,27,8857,7035,1390,158,209,65
"3455","3580 Campbellton Rd SW",33.689685,-84.505851,39.9600427350427,58409.4764957265,468,243294,75877,141860,6380,13667,5510
"3456","3580 Cascade Rd SW",33.72274,-84.506019,38.351914893617,59320.9978354978,470,293765,80342,176504,10928,19409,6582
"3457","3580 N Decatur Rd",33.787968,-84.247859,36.5459459459459,64372.2567567568,74,31515,10070,16809,1976,1789,871
"3458","3585 Lee Rd",33.783385,-84.011484,38.9019108280255,71175.1464968153,157,78125,31685,31733,3460,8684,2563
"3459","3585 N Commerce Dr",33.659358,-84.504891,39,55139.7419354839,62,55891,3324,50815,122,870,760
"3460","3585 Thompson Bridge Rd",34.370943,-83.870422,40.65,67387.6509433962,106,63910,46323,4630,1419,9863,1675
"3461","359 S 4th St",31.167558,-84.724641,41.743729903537,54311.5456026059,622,238467,145743,61279,5835,20689,4921
"3462","3593 Chattanooga Rd",34.844135,-85.047968,35.1,51933.2857142857,28,11766,9700,597,0,1294,175
"3463","3595 Braselton Hwy",34.068894,-83.906758,38.4720884840599,95348.8447488584,1537,433238,261506,84942,24910,50494,11386
"3464","3595 Canton Rd",34.039142,-84.529191,38.0179190751445,84109.1871345029,346,203569,130095,35518,10889,21791,5276
"3465","36 Montague St",31.652303,-81.393513,41.385838150289,75180.9186217009,1384,875377,599490,136403,29431,85128,24925
"3466","36 Spring St",32.844321,-83.629102,36.8252873563218,56021.6206896552,87,35552,17821,13966,1375,1796,594
"3467","36 Stave Mill St",34.870895,-83.402371,47.7067484662577,57729.226993865,163,58857,47349,3838,2788,3701,1181
"3468","3600 2nd Ave",32.497303,-84.989791,36.1787234042553,47327.8723404255,141,78912,37564,32874,1289,4425,2760
"3469","3600 Dallas Hwy SW",33.954276,-84.656243,40.7646761133603,98900.3424796748,988,368708,235228,80091,10257,32299,10833
"3470","3600 Ga 77 S",33.547307,-83.077382,39.4867219917012,55474.1624472574,482,283593,158558,70517,8533,38645,7340
"3471","3600 Highway 77 South",33.547302,-83.078264,40.0599894011659,61785.2914653784,1887,1112475,697659,240890,33011,105275,35640
"3472","3600 Walton Way Ext",33.487772,-82.073658,37.8309278350515,68061.3105263158,194,109062,57163,41185,2291,5131,3292
"3473","3601 Atlanta Rd SE",33.865014,-84.492161,40.8666666666667,68109.2783018868,216,133847,70168,39182,6855,14411,3231
"3474","3601 Flat Shoals Rd",33.584007,-84.509323,37.7988700564972,55186.6300578035,177,89382,25053,52264,2650,6870,2545
"3475","3601 Flat Shoals Rd",33.584143,-84.509362,35.6281456953642,59023.5771812081,302,222268,81485,109784,6490,18673,5836
"3476","3601 Macland Rd",33.908962,-84.747645,33.9,66632,4,7877,4957,1042,0,1583,295
"3477","3601 Macland Rd",33.9091,-84.747689,38.0687732342007,70935.5167286245,269,173373,121415,32605,2317,11370,5666
"3478","3603 Peach Orchard Rd",33.372804,-82.032493,37.9377038043478,52068.4777158774,1472,481866,271873,155836,9569,30185,14403
"3479","3605 Lawrenceville Hwy",33.843743,-84.231735,37.755223880597,68993.8955223881,67,44570,17610,12987,5221,6883,1869
"3480","3608 Chatsworth Rd SE",34.780645,-84.888768,38.0986615678776,48422.8285163777,523,127007,95837,4948,1571,22615,2036
"3481","3609 Pio Nono Ave",32.79834,-83.66627,35.6034246575342,46992.5746268657,146,66635,28830,30747,2103,3330,1625
"3482","3609 Pio Nono Ave",32.798362,-83.666282,39.711320754717,41812.7547169811,53,27938,14124,10883,1435,1216,280
"3483","361 N Expressway",33.253724,-84.288084,37.4354838709677,50774.4193548387,31,20682,13833,5285,131,1040,393
"3484","361 N Expressway",33.253837,-84.288087,44.03,50782,40,20683,9799,9822,78,455,529
"3485","361 S Liberty St",33.084111,-82.011594,38.5126385809313,48591.3211845102,451,127230,68608,42085,1879,10293,4365
"3486","3610 White Sulphur Rd",34.34886,-83.759162,40.2164556962025,61170.4134615385,316,200642,134711,17648,8896,33627,5760
"3487","3611 Peachtree Pkwy",34.072323,-84.165791,39.7352301790281,115544.702685422,1564,700549,405844,103812,96151,74722,20020
"3488","3615 Canton Hwy",34.238276,-84.227459,40.4359039190898,98078.6327827192,791,303287,225587,25020,14149,30383,8148
"3489","3618 Highway 138 SE",33.550668,-84.272536,36.6843697478992,65521.4610051993,595,283517,100602,134176,11445,26787,10507
"3490","3618 Ogeechee Rd",32.053826,-81.143762,38.6630522088353,59855.2365145228,249,156524,99256,36702,3523,11479,5564
"3491","3621 Sgoda Rd",32.721457,-83.530206,40.9991701244813,63191.1201716738,241,111327,80015,21665,2523,4462,2662
"3492","3625 Chamblee Tucker Rd",33.883302,-84.245859,36.7222222222222,74758.7037037037,81,47380,15106,19294,4010,7782,1188
"3493","3630 Clairmont Rd",33.865911,-84.309793,36.4033573141487,87338.1270983213,417,236567,109558,64465,17751,38341,6452
"3494","3630 Thompson Bridge Rd",34.373003,-83.870952,41.9199281867145,67770.6846929423,1114,212837,153608,20961,6095,27265,4908
"3495","3633 Salem Rd",33.592536,-83.970401,36.986875,62987.44375,160,96962,27502,59900,1263,5991,2306
"3496","3635 Church St",33.8029,-84.247717,34.8431111111111,60347.3333333333,225,118756,40767,53919,10932,9875,3263
"3497","3635 Northcrest Rd",33.898535,-84.251359,35.7347593582888,63994.3315508021,187,107977,43487,28563,8695,24687,2545
"3498","3638 Highway 5",33.705388,-84.771406,39.7443564356436,74189.6831683168,505,159740,90958,50489,4675,9951,3667
"3499","3639 Flat Shoals Rd",33.701179,-84.268952,36.531554524362,55587.9260143198,431,276024,76905,147029,14745,30089,7256
"3500","3639 Peachtree Rd NE",33.85372,-84.357754,37.9803713527851,77397.774535809,377,253367,135671,75664,9974,24441,7617
"3501","364 Hood Rd",34.477867,-84.438861,44.2333333333333,72245.5,12,9408,7870,398,108,404,628
"3502","3640 Campbellton Rd SW",33.689734,-84.507799,38.238864628821,55208.6933333333,229,138970,26087,103706,2019,4834,2324
"3503","3640 Chamblee Dunwoody Rd",33.897048,-84.30515,35.8666666666667,79910.5,24,16984,5900,4267,2135,3944,738
"3504","3649 Mount Vernon Rd",34.373576,-83.86846,41.1180327868852,65742.251396648,183,78018,60500,2875,1635,11510,1498
"3505","365 Flint River Rd",33.518333,-84.379911,31.6666666666667,58600.6666666667,12,14550,2614,9605,517,1294,520
"3506","3650 Miller Bottom Rd",33.786604,-83.958483,39.724183006536,71447.0505494505,459,247881,127701,85701,5836,21330,7313
"3507","3651 Peachtree Pkwy",34.069729,-84.166974,40.742208774584,126361.339421613,661,328610,196353,39733,54185,28713,9626
"3508","3651 Weems Rd",32.539836,-84.933824,36.3779761904762,69346.6845238095,168,71285,42074,19798,2034,5192,2187
"3509","3651 Weems Rd",32.53987,-84.933864,35.65,49681.6666666667,24,7743,4603,2109,126,565,340
"3510","3655 Browns Bridge Rd",34.266992,-84.087061,39.3793031721269,86922.6681567184,3846,667221,475730,50849,42074,80048,18520
"3511","3655 Cherokee St NW",34.042847,-84.60288,38.2253333333333,83027.6733333333,150,122346,83145,17866,3859,13521,3955
"3512","3657 Martin Luther King Jr Dr SW",33.762062,-84.507848,35.4563025210084,43169.0756302521,119,70407,17778,45737,790,5035,1067
"3513","366 Hogansville Rd",33.178315,-84.913357,38.0081081081081,49274.9189189189,111,44059,30066,10277,1066,1804,846
"3514","3660 Martin Luther King Jr Dr SW",33.762158,-84.508655,35.2223880597015,55295.1076923077,134,92645,21855,58752,1670,8115,2253
"3515","3661 Austell Rd SW",33.863724,-84.59517,34.4950819672131,60560.2295081967,122,66903,24594,27387,1506,10966,2450
"3516","3669 Powers Ferry Rd NE",33.856274,-84.383003,37.4271070615034,101832.539906103,439,218725,124308,49735,16979,21589,6114
"3517","3671 Peach Orchard Rd",33.366633,-82.037421,38.312100456621,52429.1581395349,438,220605,105946,84709,5215,17684,7051
"3518","36729B GA Highway 23",32.281333,-82.139343,42.6688679245283,45035.1549295775,106,22468,15696,4726,45,1800,201
"3519","368 Bowens Mill Hwy",31.743893,-83.24678,37.6242290748899,40841.8558139535,227,35725,19629,13600,186,1980,330
"3520","3686 N Ga 16",33.527183,-84.98047,41.5260416666667,58505.6666666667,96,34211,26632,4707,218,1447,1207
"3521","3686 Us 27 Business",33.804413,-85.190405,42.7516556291391,49444.1879699248,151,36384,32005,2843,74,705,757
"3522","3687 Mount Vernon Rd",32.372875,-82.596037,42.8513513513514,34581.4234234234,111,22878,14808,6958,16,817,279
"3523","3689 Royston Hwy",34.318813,-82.983112,42.8110091743119,43646.2380952381,109,28583,21223,4634,215,2201,310
"3524","3696 Peach Orchard Rd",33.364482,-82.038306,38.8535885167464,51073.4688995215,209,82207,38883,35184,878,4619,2643
"3525","3697 Memorial Dr",33.757694,-84.263383,39.2094339622641,87084.8490566038,53,34864,12832,17859,1367,2029,777
"3526","3698 Mike Padgett Hwy",33.369492,-81.996487,37.9657559198543,52034.9815157116,549,211087,113034,71942,5462,13029,7620
"3527","3698 Mike Padgett Hwy",33.369564,-81.99665,37.7249594813614,52630.0164203613,617,184411,105878,56146,3775,10941,7671
"3528","370 Marietta Rd",34.229041,-84.491369,37.0359430604982,70965.2960288809,281,148885,110630,13732,3140,17789,3594
"3529","3700 Highway 81 E",33.437158,-84.03141,35.5181351582549,81929.156223176,1169,279188,151716,98307,5802,15575,7788
"3530","3700 Old Alabama Rd",34.024462,-84.252894,41.198773006135,121806.268041237,489,220571,123890,35985,28847,24231,7618
"3531","3700 Salem Rd",33.594004,-83.96976,36.8866666666667,59350.5127118644,480,141359,56888,70406,3079,7730,3256
"3532","3701 Bull St",32.044172,-81.105578,39.34,48710.8,20,5870,3680,1687,169,277,57
"3533","3701 Bull St",32.044223,-81.105564,38.1947368421053,48926.6315789474,76,36887,16055,16301,885,2371,1275
"3534","3701 Pio Nono Ave",32.797106,-83.66697,37.4630573248408,42458.990228013,314,113094,52200,50344,2272,6165,2113
"3535","3701 Washington Rd",33.514925,-82.081867,39.6322033898305,65538.1807909605,177,96918,57657,24069,2446,8947,3799
"3536","3702 Browns Bridge Rd",34.274527,-83.908111,40.8684782608696,81344.4673913044,92,53190,38001,3149,1047,10065,928
"3537","3705 Gainesville Hwy",34.467346,-83.574194,36.3877419354839,49662.935483871,155,45062,33389,1482,884,8199,1108
"3538","3705 Irwinton Rd",32.840877,-83.551841,39.3408759124088,45273.0802919708,137,54462,29390,21376,1049,1606,1041
"3539","3706 Mike Padgett Hwy",33.368336,-81.996042,38.1230337078652,53481.4803370787,356,154021,78595,61105,2037,7835,4449
"3540","371 Boulevard SE",33.744389,-84.368556,36.6988970588235,60969.8198529412,272,167399,52423,92732,5716,12852,3676
"3541","3711 Macon Rd",32.489651,-84.931638,37.7573964497041,54690.7417417417,338,153775,77759,59456,3512,8012,5036
"3542","3711 Washington Rd",33.514345,-82.083432,37.6076923076923,70824.4945054945,91,60910,41063,12579,1251,3576,2441
"3543","3715 Browns Bridge Rd",34.264801,-84.089056,39.4976821192053,85603.2679180887,604,192913,151026,13302,5521,18691,4373
"3544","3715 Ga 27",33.795545,-85.186004,39.1509803921569,48202.170212766,51,17656,14421,1077,38,1893,227
"3545","3717 Ogeechee Rd",32.051988,-81.147324,36.68125,56266.875,192,129194,72555,38911,3497,9087,5144
"3546","372 Canton Rd",34.214811,-84.146948,37.681954887218,83172.4135338346,133,66808,48599,4413,5320,7036,1440
"3547","372 John Golden Rd",33.823151,-85.040303,34.7,38094,4,2776,1219,1222,7,176,152
"3548","372 Moreland Ave NE",33.764538,-84.349503,42.1619047619048,87697.8571428571,63,41377,19970,14081,1081,5160,1085
"3549","3720 Club Dr",33.941648,-84.127883,32.4514644351464,62012.8425531915,239,168385,58397,45156,20101,39978,4753
"3550","3720 Macon Rd",32.48933,-84.930879,36.8003236245955,53464.2961730449,618,233598,118921,85055,4886,16193,8543
